,ID,Date,HomeTeam,AwayTeam,Result
48,https://www.nhl.com/gamecenter/2007020049,2007/10/10,Dallas Stars,Los Angeles Kings,H
49,https://www.nhl.com/gamecenter/2007020050,2007/10/10,Vancouver Canucks,Philadelphia Flyers,A
50,https://www.nhl.com/gamecenter/2007020051,2007/10/10,Anaheim Ducks,Boston Bruins,H
51,https://www.nhl.com/gamecenter/2007020052,2007/10/11,Buffalo Sabres,Atlanta Thrashers,H
52,https://www.nhl.com/gamecenter/2007020053,2007/10/11,Toronto Maple Leafs,New York Islanders,H
53,https://www.nhl.com/gamecenter/2007020054,2007/10/11,Ottawa Senators,Carolina Hurricanes,A
54,https://www.nhl.com/gamecenter/2007020055,2007/10/11,Florida Panthers,New Jersey Devils,H
55,https://www.nhl.com/gamecenter/2007020056,2007/10/11,Nashville Predators,Coyotes,A
56,https://www.nhl.com/gamecenter/2007020057,2007/10/12,New York Rangers,Washington Capitals,H
57,https://www.nhl.com/gamecenter/2007020058,2007/10/12,Detroit Red Wings,Chicago Blackhawks,A
58,https://www.nhl.com/gamecenter/2007020059,2007/10/12,St. Louis Blues,Colorado Avalanche,H
59,https://www.nhl.com/gamecenter/2007020060,2007/10/12,Dallas Stars,Calgary Flames,A
60,https://www.nhl.com/gamecenter/2007020061,2007/10/12,Edmonton Oilers,Vancouver Canucks,A
61,https://www.nhl.com/gamecenter/2007020062,2007/10/12,Los Angeles Kings,Boston Bruins,A
62,https://www.nhl.com/gamecenter/2007020063,2007/10/13,Buffalo Sabres,Washington Capitals,H
63,https://www.nhl.com/gamecenter/2007020064,2007/10/13,Toronto Maple Leafs,Pittsburgh Penguins,A
64,https://www.nhl.com/gamecenter/2007020065,2007/10/13,Montréal Canadiens,Carolina Hurricanes,A
65,https://www.nhl.com/gamecenter/2007020066,2007/10/13,New York Rangers,Ottawa Senators,A
66,https://www.nhl.com/gamecenter/2007020067,2007/10/13,Philadelphia Flyers,New York Islanders,H
67,https://www.nhl.com/gamecenter/2007020068,2007/10/13,Atlanta Thrashers,New Jersey Devils,A
68,https://www.nhl.com/gamecenter/2007020069,2007/10/13,Florida Panthers,Tampa Bay Lightning,H
69,https://www.nhl.com/gamecenter/2007020070,2007/10/13,Nashville Predators,Calgary Flames,A
70,https://www.nhl.com/gamecenter/2007020071,2007/10/13,Chicago Blackhawks,Dallas Stars,H
71,https://www.nhl.com/gamecenter/2007020072,2007/10/13,Colorado Avalanche,Columbus Blue Jackets,H
72,https://www.nhl.com/gamecenter/2007020073,2007/10/13,Vancouver Canucks,Edmonton Oilers,H
73,https://www.nhl.com/gamecenter/2007020074,2007/10/13,Coyotes,Minnesota Wild,A
74,https://www.nhl.com/gamecenter/2007020075,2007/10/13,San Jose Sharks,Boston Bruins,A
75,https://www.nhl.com/gamecenter/2007020076,2007/10/14,Anaheim Ducks,Minnesota Wild,A
76,https://www.nhl.com/gamecenter/2007020077,2007/10/14,Los Angeles Kings,Detroit Red Wings,A
77,https://www.nhl.com/gamecenter/2007020078,2007/10/15,Buffalo Sabres,Toronto Maple Leafs,H
78,https://www.nhl.com/gamecenter/2007020079,2007/10/15,Vancouver Canucks,San Jose Sharks,A
79,https://www.nhl.com/gamecenter/2007020080,2007/10/15,Anaheim Ducks,Detroit Red Wings,H
80,https://www.nhl.com/gamecenter/2007020081,2007/10/16,Philadelphia Flyers,Atlanta Thrashers,H
81,https://www.nhl.com/gamecenter/2007020082,2007/10/16,Montréal Canadiens,Florida Panthers,A
82,https://www.nhl.com/gamecenter/2007020083,2007/10/16,Colorado Avalanche,Calgary Flames,H
83,https://www.nhl.com/gamecenter/2007020084,2007/10/16,Los Angeles Kings,Minnesota Wild,H
84,https://www.nhl.com/gamecenter/2007020085,2007/10/17,Columbus Blue Jackets,Dallas Stars,A
85,https://www.nhl.com/gamecenter/2007020086,2007/10/17,Pittsburgh Penguins,New Jersey Devils,A
86,https://www.nhl.com/gamecenter/2007020087,2007/10/17,Chicago Blackhawks,St. Louis Blues,A
87,https://www.nhl.com/gamecenter/2007020088,2007/10/17,Anaheim Ducks,Nashville Predators,H
88,https://www.nhl.com/gamecenter/2007020089,2007/10/18,Boston Bruins,Tampa Bay Lightning,H
89,https://www.nhl.com/gamecenter/2007020090,2007/10/18,Philadelphia Flyers,New Jersey Devils,H
90,https://www.nhl.com/gamecenter/2007020091,2007/10/18,Washington Capitals,New York Islanders,A
91,https://www.nhl.com/gamecenter/2007020092,2007/10/18,Atlanta Thrashers,New York Rangers,H
92,https://www.nhl.com/gamecenter/2007020093,2007/10/18,Toronto Maple Leafs,Florida Panthers,H
93,https://www.nhl.com/gamecenter/2007020094,2007/10/18,Ottawa Senators,Montréal Canadiens,H
94,https://www.nhl.com/gamecenter/2007020095,2007/10/18,Calgary Flames,Los Angeles Kings,H
95,https://www.nhl.com/gamecenter/2007020096,2007/10/18,Coyotes,Edmonton Oilers,A
96,https://www.nhl.com/gamecenter/2007020097,2007/10/18,San Jose Sharks,Detroit Red Wings,A
97,https://www.nhl.com/gamecenter/2007020098,2007/10/19,Buffalo Sabres,Columbus Blue Jackets,A
98,https://www.nhl.com/gamecenter/2007020099,2007/10/19,Pittsburgh Penguins,Carolina Hurricanes,H
99,https://www.nhl.com/gamecenter/2007020100,2007/10/19,Chicago Blackhawks,Colorado Avalanche,H
100,https://www.nhl.com/gamecenter/2007020101,2007/10/19,Vancouver Canucks,Los Angeles Kings,A
101,https://www.nhl.com/gamecenter/2007020102,2007/10/20,Boston Bruins,New York Rangers,H
102,https://www.nhl.com/gamecenter/2007020103,2007/10/20,Toronto Maple Leafs,Chicago Blackhawks,A
103,https://www.nhl.com/gamecenter/2007020104,2007/10/20,Montréal Canadiens,Buffalo Sabres,H
104,https://www.nhl.com/gamecenter/2007020105,2007/10/20,Ottawa Senators,Florida Panthers,H
105,https://www.nhl.com/gamecenter/2007020106,2007/10/20,New York Islanders,New Jersey Devils,H
106,https://www.nhl.com/gamecenter/2007020107,2007/10/20,Philadelphia Flyers,Carolina Hurricanes,H
107,https://www.nhl.com/gamecenter/2007020108,2007/10/20,Washington Capitals,Pittsburgh Penguins,A
108,https://www.nhl.com/gamecenter/2007020109,2007/10/20,Tampa Bay Lightning,Atlanta Thrashers,H
109,https://www.nhl.com/gamecenter/2007020110,2007/10/20,Dallas Stars,Anaheim Ducks,H
110,https://www.nhl.com/gamecenter/2007020111,2007/10/20,St. Louis Blues,Minnesota Wild,A
111,https://www.nhl.com/gamecenter/2007020112,2007/10/20,Calgary Flames,Edmonton Oilers,H
112,https://www.nhl.com/gamecenter/2007020113,2007/10/20,Coyotes,Detroit Red Wings,A
113,https://www.nhl.com/gamecenter/2007020114,2007/10/20,San Jose Sharks,Nashville Predators,H
114,https://www.nhl.com/gamecenter/2007020115,2007/10/21,Columbus Blue Jackets,Vancouver Canucks,A
115,https://www.nhl.com/gamecenter/2007020116,2007/10/21,Minnesota Wild,Colorado Avalanche,H
116,https://www.nhl.com/gamecenter/2007020117,2007/10/22,Carolina Hurricanes,Vancouver Canucks,H
117,https://www.nhl.com/gamecenter/2007020118,2007/10/22,Montréal Canadiens,Boston Bruins,H
118,https://www.nhl.com/gamecenter/2007020119,2007/10/22,Calgary Flames,San Jose Sharks,A
119,https://www.nhl.com/gamecenter/2007020120,2007/10/23,Pittsburgh Penguins,New York Rangers,H
120,https://www.nhl.com/gamecenter/2007020121,2007/10/23,Toronto Maple Leafs,Atlanta Thrashers,A
121,https://www.nhl.com/gamecenter/2007020122,2007/10/23,Chicago Blackhawks,Columbus Blue Jackets,A
122,https://www.nhl.com/gamecenter/2007020123,2007/10/23,St. Louis Blues,Anaheim Ducks,H
123,https://www.nhl.com/gamecenter/2007020124,2007/10/23,Edmonton Oilers,Colorado Avalanche,A
124,https://www.nhl.com/gamecenter/2007020125,2007/10/23,Los Angeles Kings,Nashville Predators,H
125,https://www.nhl.com/gamecenter/2007020126,2007/10/24,Washington Capitals,Tampa Bay Lightning,H
126,https://www.nhl.com/gamecenter/2007020127,2007/10/24,Carolina Hurricanes,Buffalo Sabres,H
127,https://www.nhl.com/gamecenter/2007020128,2007/10/24,Florida Panthers,Philadelphia Flyers,H
128,https://www.nhl.com/gamecenter/2007020129,2007/10/24,Detroit Red Wings,Vancouver Canucks,H
129,https://www.nhl.com/gamecenter/2007020130,2007/10/24,Calgary Flames,Minnesota Wild,H
130,https://www.nhl.com/gamecenter/2007020131,2007/10/25,Boston Bruins,Chicago Blackhawks,H
131,https://www.nhl.com/gamecenter/2007020132,2007/10/25,New York Rangers,New Jersey Devils,H
132,https://www.nhl.com/gamecenter/2007020133,2007/10/25,Columbus Blue Jackets,St. Louis Blues,H
133,https://www.nhl.com/gamecenter/2007020134,2007/10/25,Pittsburgh Penguins,Toronto Maple Leafs,A
134,https://www.nhl.com/gamecenter/2007020135,2007/10/25,Tampa Bay Lightning,Philadelphia Flyers,H
135,https://www.nhl.com/gamecenter/2007020136,2007/10/25,Nashville Predators,Atlanta Thrashers,H
136,https://www.nhl.com/gamecenter/2007020137,2007/10/25,Edmonton Oilers,Minnesota Wild,H
137,https://www.nhl.com/gamecenter/2007020138,2007/10/25,Anaheim Ducks,Coyotes,A
138,https://www.nhl.com/gamecenter/2007020139,2007/10/25,Los Angeles Kings,Dallas Stars,H
139,https://www.nhl.com/gamecenter/2007020140,2007/10/26,Washington Capitals,Vancouver Canucks,A
140,https://www.nhl.com/gamecenter/2007020141,2007/10/26,Carolina Hurricanes,Montréal Canadiens,A
141,https://www.nhl.com/gamecenter/2007020142,2007/10/26,Florida Panthers,Buffalo Sabres,A
142,https://www.nhl.com/gamecenter/2007020143,2007/10/26,Detroit Red Wings,San Jose Sharks,H
143,https://www.nhl.com/gamecenter/2007020144,2007/10/26,Calgary Flames,Colorado Avalanche,A
144,https://www.nhl.com/gamecenter/2007020145,2007/10/27,Columbus Blue Jackets,San Jose Sharks,H
145,https://www.nhl.com/gamecenter/2007020146,2007/10/27,Boston Bruins,Philadelphia Flyers,A
146,https://www.nhl.com/gamecenter/2007020147,2007/10/27,New Jersey Devils,Ottawa Senators,A
147,https://www.nhl.com/gamecenter/2007020148,2007/10/27,New York Islanders,Carolina Hurricanes,A
148,https://www.nhl.com/gamecenter/2007020149,2007/10/27,New York Rangers,Toronto Maple Leafs,A
149,https://www.nhl.com/gamecenter/2007020150,2007/10/27,Pittsburgh Penguins,Montréal Canadiens,A
150,https://www.nhl.com/gamecenter/2007020151,2007/10/27,Tampa Bay Lightning,Buffalo Sabres,A
151,https://www.nhl.com/gamecenter/2007020152,2007/10/27,Nashville Predators,Florida Panthers,H
152,https://www.nhl.com/gamecenter/2007020153,2007/10/27,Chicago Blackhawks,Atlanta Thrashers,A
153,https://www.nhl.com/gamecenter/2007020154,2007/10/27,St. Louis Blues,Washington Capitals,H
154,https://www.nhl.com/gamecenter/2007020155,2007/10/27,Coyotes,Dallas Stars,A
155,https://www.nhl.com/gamecenter/2007020156,2007/10/27,Los Angeles Kings,Edmonton Oilers,H
156,https://www.nhl.com/gamecenter/2007020157,2007/10/28,Colorado Avalanche,Minnesota Wild,H
157,https://www.nhl.com/gamecenter/2007020158,2007/10/28,Anaheim Ducks,Edmonton Oilers,A
158,https://www.nhl.com/gamecenter/2007020159,2007/10/28,Vancouver Canucks,Detroit Red Wings,A
159,https://www.nhl.com/gamecenter/2007020160,2007/10/29,New York Rangers,Tampa Bay Lightning,H
160,https://www.nhl.com/gamecenter/2007020161,2007/10/29,Toronto Maple Leafs,Washington Capitals,A
161,https://www.nhl.com/gamecenter/2007020162,2007/10/29,Dallas Stars,San Jose Sharks,A
162,https://www.nhl.com/gamecenter/2007020163,2007/10/30,Minnesota Wild,Pittsburgh Penguins,A
163,https://www.nhl.com/gamecenter/2007020164,2007/10/30,Montréal Canadiens,Atlanta Thrashers,A
164,https://www.nhl.com/gamecenter/2007020165,2007/10/30,St. Louis Blues,Coyotes,A
165,https://www.nhl.com/gamecenter/2007020166,2007/10/30,Calgary Flames,Nashville Predators,H
166,https://www.nhl.com/gamecenter/2007020167,2007/10/30,Edmonton Oilers,Detroit Red Wings,A
167,https://www.nhl.com/gamecenter/2007020168,2007/10/31,New Jersey Devils,Tampa Bay Lightning,H
168,https://www.nhl.com/gamecenter/2007020169,2007/10/31,Florida Panthers,Carolina Hurricanes,H
169,https://www.nhl.com/gamecenter/2007020170,2007/10/31,Dallas Stars,Chicago Blackhawks,A
170,https://www.nhl.com/gamecenter/2007020171,2007/10/31,Los Angeles Kings,Columbus Blue Jackets,A
171,https://www.nhl.com/gamecenter/2007020172,2007/11/01,Boston Bruins,Buffalo Sabres,H
172,https://www.nhl.com/gamecenter/2007020173,2007/11/01,New York Islanders,Tampa Bay Lightning,H
173,https://www.nhl.com/gamecenter/2007020174,2007/11/01,New York Rangers,Washington Capitals,H
174,https://www.nhl.com/gamecenter/2007020175,2007/11/01,Montréal Canadiens,Philadelphia Flyers,H
175,https://www.nhl.com/gamecenter/2007020176,2007/11/01,Ottawa Senators,Atlanta Thrashers,H
176,https://www.nhl.com/gamecenter/2007020177,2007/11/01,Minnesota Wild,St. Louis Blues,A
177,https://www.nhl.com/gamecenter/2007020178,2007/11/01,Colorado Avalanche,Pittsburgh Penguins,H
178,https://www.nhl.com/gamecenter/2007020179,2007/11/01,Calgary Flames,Detroit Red Wings,A
179,https://www.nhl.com/gamecenter/2007020180,2007/11/01,Vancouver Canucks,Nashville Predators,A
180,https://www.nhl.com/gamecenter/2007020181,2007/11/01,Anaheim Ducks,Columbus Blue Jackets,H
181,https://www.nhl.com/gamecenter/2007020182,2007/11/02,New Jersey Devils,Toronto Maple Leafs,H
182,https://www.nhl.com/gamecenter/2007020183,2007/11/02,Washington Capitals,Philadelphia Flyers,A
183,https://www.nhl.com/gamecenter/2007020184,2007/11/02,Buffalo Sabres,Florida Panthers,A
184,https://www.nhl.com/gamecenter/2007020185,2007/11/02,Dallas Stars,Coyotes,A
185,https://www.nhl.com/gamecenter/2007020186,2007/11/02,Edmonton Oilers,Nashville Predators,A
186,https://www.nhl.com/gamecenter/2007020187,2007/11/02,San Jose Sharks,Los Angeles Kings,A
187,https://www.nhl.com/gamecenter/2007020188,2007/11/03,Montréal Canadiens,Toronto Maple Leafs,A
188,https://www.nhl.com/gamecenter/2007020189,2007/11/03,Ottawa Senators,Boston Bruins,H
189,https://www.nhl.com/gamecenter/2007020190,2007/11/03,New York Islanders,Pittsburgh Penguins,H
190,https://www.nhl.com/gamecenter/2007020191,2007/11/03,New York Rangers,New Jersey Devils,H
191,https://www.nhl.com/gamecenter/2007020192,2007/11/03,Carolina Hurricanes,Florida Panthers,H
192,https://www.nhl.com/gamecenter/2007020193,2007/11/03,Tampa Bay Lightning,Atlanta Thrashers,A
193,https://www.nhl.com/gamecenter/2007020194,2007/11/03,Minnesota Wild,Calgary Flames,H
194,https://www.nhl.com/gamecenter/2007020195,2007/11/03,St. Louis Blues,Chicago Blackhawks,A
195,https://www.nhl.com/gamecenter/2007020196,2007/11/03,Coyotes,Anaheim Ducks,A
196,https://www.nhl.com/gamecenter/2007020197,2007/11/03,Colorado Avalanche,Vancouver Canucks,A
197,https://www.nhl.com/gamecenter/2007020198,2007/11/03,Los Angeles Kings,San Jose Sharks,A
198,https://www.nhl.com/gamecenter/2007020199,2007/11/04,Columbus Blue Jackets,St. Louis Blues,H
199,https://www.nhl.com/gamecenter/2007020200,2007/11/04,Boston Bruins,Ottawa Senators,A
200,https://www.nhl.com/gamecenter/2007020201,2007/11/04,Chicago Blackhawks,Nashville Predators,A
201,https://www.nhl.com/gamecenter/2007020202,2007/11/05,New Jersey Devils,Pittsburgh Penguins,A
202,https://www.nhl.com/gamecenter/2007020203,2007/11/05,New York Rangers,Philadelphia Flyers,H
203,https://www.nhl.com/gamecenter/2007020204,2007/11/05,Carolina Hurricanes,Washington Capitals,H
204,https://www.nhl.com/gamecenter/2007020205,2007/11/05,Montréal Canadiens,Buffalo Sabres,H
205,https://www.nhl.com/gamecenter/2007020206,2007/11/05,Florida Panthers,Tampa Bay Lightning,H
206,https://www.nhl.com/gamecenter/2007020207,2007/11/05,Minnesota Wild,Edmonton Oilers,H
207,https://www.nhl.com/gamecenter/2007020208,2007/11/05,Colorado Avalanche,Calgary Flames,H
208,https://www.nhl.com/gamecenter/2007020209,2007/11/05,Anaheim Ducks,Dallas Stars,A
209,https://www.nhl.com/gamecenter/2007020210,2007/11/06,New York Islanders,New York Rangers,H
210,https://www.nhl.com/gamecenter/2007020211,2007/11/06,Atlanta Thrashers,Washington Capitals,H
211,https://www.nhl.com/gamecenter/2007020212,2007/11/06,Ottawa Senators,Toronto Maple Leafs,H
212,https://www.nhl.com/gamecenter/2007020213,2007/11/07,Buffalo Sabres,Boston Bruins,H
213,https://www.nhl.com/gamecenter/2007020214,2007/11/07,Pittsburgh Penguins,Philadelphia Flyers,A
214,https://www.nhl.com/gamecenter/2007020215,2007/11/07,Tampa Bay Lightning,Florida Panthers,H
215,https://www.nhl.com/gamecenter/2007020216,2007/11/07,Detroit Red Wings,Nashville Predators,H
216,https://www.nhl.com/gamecenter/2007020217,2007/11/07,Chicago Blackhawks,Columbus Blue Jackets,H
217,https://www.nhl.com/gamecenter/2007020218,2007/11/07,Colorado Avalanche,Edmonton Oilers,H
218,https://www.nhl.com/gamecenter/2007020219,2007/11/07,Anaheim Ducks,Coyotes,A
219,https://www.nhl.com/gamecenter/2007020220,2007/11/07,San Jose Sharks,Dallas Stars,A
220,https://www.nhl.com/gamecenter/2007020221,2007/11/08,Boston Bruins,Montréal Canadiens,A
221,https://www.nhl.com/gamecenter/2007020222,2007/11/08,New Jersey Devils,Philadelphia Flyers,H
222,https://www.nhl.com/gamecenter/2007020223,2007/11/08,New York Rangers,Pittsburgh Penguins,H
223,https://www.nhl.com/gamecenter/2007020224,2007/11/08,Carolina Hurricanes,Tampa Bay Lightning,A
224,https://www.nhl.com/gamecenter/2007020225,2007/11/08,Ottawa Senators,Washington Capitals,A
225,https://www.nhl.com/gamecenter/2007020226,2007/11/08,Calgary Flames,Vancouver Canucks,A
226,https://www.nhl.com/gamecenter/2007020227,2007/11/08,Coyotes,Dallas Stars,H
227,https://www.nhl.com/gamecenter/2007020228,2007/11/09,Buffalo Sabres,Toronto Maple Leafs,A
228,https://www.nhl.com/gamecenter/2007020229,2007/11/09,Florida Panthers,Atlanta Thrashers,A
229,https://www.nhl.com/gamecenter/2007020230,2007/11/09,Detroit Red Wings,Columbus Blue Jackets,H
230,https://www.nhl.com/gamecenter/2007020231,2007/11/09,Chicago Blackhawks,St. Louis Blues,H
231,https://www.nhl.com/gamecenter/2007020232,2007/11/09,Vancouver Canucks,Colorado Avalanche,H
232,https://www.nhl.com/gamecenter/2007020233,2007/11/09,Anaheim Ducks,San Jose Sharks,H
233,https://www.nhl.com/gamecenter/2007020234,2007/11/10,Ottawa Senators,Montréal Canadiens,H
234,https://www.nhl.com/gamecenter/2007020235,2007/11/10,Boston Bruins,Buffalo Sabres,H
235,https://www.nhl.com/gamecenter/2007020236,2007/11/10,Toronto Maple Leafs,New York Rangers,A
236,https://www.nhl.com/gamecenter/2007020237,2007/11/10,New York Islanders,New Jersey Devils,H
237,https://www.nhl.com/gamecenter/2007020238,2007/11/10,Philadelphia Flyers,Pittsburgh Penguins,H
238,https://www.nhl.com/gamecenter/2007020239,2007/11/10,Washington Capitals,Tampa Bay Lightning,A
239,https://www.nhl.com/gamecenter/2007020240,2007/11/10,Atlanta Thrashers,Carolina Hurricanes,A
240,https://www.nhl.com/gamecenter/2007020241,2007/11/10,Nashville Predators,Columbus Blue Jackets,H
241,https://www.nhl.com/gamecenter/2007020242,2007/11/10,Calgary Flames,Edmonton Oilers,A
242,https://www.nhl.com/gamecenter/2007020243,2007/11/10,Los Angeles Kings,Dallas Stars,H
243,https://www.nhl.com/gamecenter/2007020244,2007/11/10,San Jose Sharks,Coyotes,H
244,https://www.nhl.com/gamecenter/2007020245,2007/11/11,Chicago Blackhawks,Detroit Red Wings,H
245,https://www.nhl.com/gamecenter/2007020246,2007/11/11,Colorado Avalanche,Minnesota Wild,H
246,https://www.nhl.com/gamecenter/2007020247,2007/11/12,Philadelphia Flyers,New York Islanders,H
247,https://www.nhl.com/gamecenter/2007020248,2007/11/12,Columbus Blue Jackets,Nashville Predators,A
248,https://www.nhl.com/gamecenter/2007020249,2007/11/12,Pittsburgh Penguins,New Jersey Devils,A
249,https://www.nhl.com/gamecenter/2007020250,2007/11/12,Florida Panthers,Carolina Hurricanes,A
250,https://www.nhl.com/gamecenter/2007020251,2007/11/12,San Jose Sharks,Coyotes,H
251,https://www.nhl.com/gamecenter/2007020252,2007/11/13,Atlanta Thrashers,Florida Panthers,H
252,https://www.nhl.com/gamecenter/2007020253,2007/11/13,St. Louis Blues,Detroit Red Wings,H
253,https://www.nhl.com/gamecenter/2007020254,2007/11/13,Toronto Maple Leafs,Montréal Canadiens,A
254,https://www.nhl.com/gamecenter/2007020255,2007/11/13,Calgary Flames,Minnesota Wild,H
255,https://www.nhl.com/gamecenter/2007020256,2007/11/13,Anaheim Ducks,Los Angeles Kings,H
256,https://www.nhl.com/gamecenter/2007020257,2007/11/14,New Jersey Devils,New York Rangers,A
257,https://www.nhl.com/gamecenter/2007020258,2007/11/14,Columbus Blue Jackets,Chicago Blackhawks,H
258,https://www.nhl.com/gamecenter/2007020259,2007/11/14,Tampa Bay Lightning,Carolina Hurricanes,H
259,https://www.nhl.com/gamecenter/2007020260,2007/11/14,Dallas Stars,San Jose Sharks,A
260,https://www.nhl.com/gamecenter/2007020261,2007/11/14,Vancouver Canucks,Edmonton Oilers,A
261,https://www.nhl.com/gamecenter/2007020262,2007/11/15,Boston Bruins,Toronto Maple Leafs,H
262,https://www.nhl.com/gamecenter/2007020263,2007/11/15,Philadelphia Flyers,New York Rangers,A
263,https://www.nhl.com/gamecenter/2007020264,2007/11/15,Ottawa Senators,Buffalo Sabres,H
264,https://www.nhl.com/gamecenter/2007020265,2007/11/15,Pittsburgh Penguins,New York Islanders,H
265,https://www.nhl.com/gamecenter/2007020266,2007/11/15,Florida Panthers,Washington Capitals,H
266,https://www.nhl.com/gamecenter/2007020267,2007/11/15,Nashville Predators,Chicago Blackhawks,H
267,https://www.nhl.com/gamecenter/2007020268,2007/11/15,Edmonton Oilers,Minnesota Wild,A
268,https://www.nhl.com/gamecenter/2007020269,2007/11/15,Coyotes,San Jose Sharks,A
269,https://www.nhl.com/gamecenter/2007020270,2007/11/15,Los Angeles Kings,Anaheim Ducks,A
270,https://www.nhl.com/gamecenter/2007020271,2007/11/16,New Jersey Devils,New York Islanders,A
271,https://www.nhl.com/gamecenter/2007020272,2007/11/16,Carolina Hurricanes,Atlanta Thrashers,A
272,https://www.nhl.com/gamecenter/2007020273,2007/11/16,Buffalo Sabres,Montréal Canadiens,H
